V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
1986-08-17,9829.0437,9985.4137,10293.6715,10359.0839,9848.4779,9843.3371,9851.5289,10083.1847,9901.8945,10063.8348,9912.0124,9947.1883,10295.3118
1986-08-24,3349.318574,3535.511928,3464.898719,3501.769843,3412.296678,3438.179535,3346.9989,3340.722945,3385.474665,3372.953029,3373.89518,3370.010094,3361.798917
1986-08-31,2494.02866,2504.633975,2516.196395,2459.919613,2562.934537,2680.654134,2526.370987,2563.657085,2549.711739,2523.642748,2295.089991,2323.388696,2404.942722
1986-09-07,853.411584,717.379492,739.09963,715.596157,753.511419,764.419871,759.384134,791.933924,759.283655,774.301921,848.021256,804.524732,889.772763
1986-09-14,1847.36095,1741.76012,1857.16426,1737.89313,1834.76119,1945.47024,1795.47817,1859.5506,1993.599,1853.21632,1763.33719,1134.09872,1700.70876
1986-09-21,1967.0,2006.0,2007.0,1992.0,1974.0,1963.0,1958.0,1941.0,1986.0,1972.0,1970.0,1973.0,2025.0
1986-09-28,4203.0,4253.0,4204.0,4217.0,4166.0,4203.0,4106.0,4133.0,4145.0,4147.0,4222.0,4175.0,4252.0
1986-10-05,5510.0,5380.0,5370.0,5260.0,5250.0,5110.0,5260.0,5050.0,4770.0,4630.0,4340.0,4720.0,5060.0
1986-10-12,7304.0,7318.9,7362.3,7295.9,7296.4,7304.9,7339.5,7345.8,7326.6,7325.2,7360.2,7382.9,7378.7
1986-10-19,12491.95,13013.34,13209.75,12981.0,13537.85,13132.64,13691.5,13967.95,13867.98,13856.59,14381.13,14510.66,14226.31
1986-10-26,1050.5,1093.4,1222.0,1223.7,1043.1,930.1,1070.1,1341.0,966.5,1052.4,938.6,1193.9,1217.3
1986-11-02,11744.3,11322.8,11200.7,12733.5,14568.8,20567.8,16736.3,13883.6,13380.5,13299.4,15151.2,14482.4,14773.8
1986-11-09,29018.3,25380.9,24903.8,27184.9,23801.6,22076.0,21381.2,24022.8,28176.7,30520.0,23750.7,25196.6,29393.0
1986-11-16,4185.45,4185.45,4185.45,4185.45,4185.45,3944.18,3944.18,3944.18,3944.18,3944.18,3944.18,3944.18,3944.18
1986-11-23,8204.21,8496.79,8690.18,8796.65,9308.62,8889.88,9285.78,9353.08,9523.59,9788.87,9638.59,9552.7,9535.58
1986-11-30,19138.99,19322.67,19505.88,19671.03,19823.39,19748.99,19869.76,20103.52,20304.31,20497.56,20640.15,20839.37,21017.61
1986-12-07,5461.05,5465.87,5464.51,5474.37,5898.01,5958.73,5908.25,5890.65,5889.96,5886.71,5863.1,5846.83,5831.24
1986-12-14,3232.2,3400.7,3606.0,3686.4,3553.5,3071.9,3189.4,3471.8,3135.3,3578.1,3467.9,3637.1,3466.0
1986-12-21,1824.5,1743.9,1794.0,1809.4,1827.3,1908.2,1847.0,1751.8,1898.1,1880.5,1978.2,1886.8,1902.4
1986-12-28,2366.43,2369.53,2390.59,2419.53,2406.42,2491.02,2478.39,2482.26,2470.39,2449.71,2447.86,2447.49,2469.36
1987-01-04,3140.68,3143.77,3165.33,3194.56,3177.71,3278.54,3265.51,3269.02,3257.17,3236.28,3234.39,3231.67,3247.35
1987-01-11,9877.09,9890.943,9890.0,9800.0,9897.0,9700.0,9000.0,9700.0,9907.7,9907.0,9700.0,9910.0,9900.0
1987-01-18,9932.821,9936.393,9000.0,9700.0,9943.0,9700.0,9940.001,9700.0,9948.552,9951.79,9000.0,9945.0,9000.0
1987-01-25,1091.0,1084.0,1077.0,1070.0,1063.0,1056.0,1092.0,1085.0,1078.0,1071.0,1064.0,1057.0,1050.0
1987-02-01,1820.0,1813.0,1806.0,1799.0,1792.0,1785.0,1820.0,1813.0,1806.0,1799.0,1792.0,1785.0,1778.0
1987-02-08,7743.8,7448.1,6802.5,6961.8,7160.7,7338.7,6925.2,7142.4,7651.6,7691.4,7589.4,7706.7,7590.4
1987-02-15,7727.1,7515.8,7002.1,7245.4,7361.2,7562.2,7879.1,8082.1,8025.9,8605.0,8503.5,8405.7,8763.5
1987-02-22,26994.0,26695.0,28522.0,27712.0,27511.0,27231.0,27409.0,27856.0,27639.0,26848.0,27687.0,27342.0,27494.0
1987-03-01,1706.741,1739.879,1741.962,1763.156,1740.79,1857.234,1746.231,2071.371,1997.189,2097.67,2111.099,2253.543,2460.929
1987-03-08,1930.9,1929.5,1958.5,1935.1,1926.6,2119.8,1982.7,2016.5,2039.6,2311.4,2792.7,2319.2,2147.7
1987-03-15,2865.2,2798.5,2576.4,2805.7,2486.0,2628.3,2494.4,2560.8,2487.5,2543.0,2524.4,2603.3,2591.2
1987-03-22,1365.7,1392.9,1389.1,1439.9,1431.2,1665.4,1561.1,1606.1,1570.6,1804.3,1935.1,1801.3,1744.1
1987-03-29,8171.0,8157.0,8180.0,8378.0,8086.0,8624.0,8408.0,8643.0,8586.0,8856.0,8908.0,9137.0,8873.0
1987-04-05,465.53,438.43,443.29,443.83,391.38,476.51,405.11,448.58,416.24,441.32,428.96,432.6,449.93
1987-04-12,3117.6,2928.4,2783.4,2987.1,2533.1,3403.5,3054.5,3060.2,3022.7,3426.2,4886.7,4280.2,3533.6
1987-04-19,599.6,646.8,672.0,706.3,755.7,899.6,917.3,1036.2,1119.2,1283.0,1384.5,1475.1,1504.4
1987-04-26,1880.4,1889.2,1864.5,1961.1,2009.7,2211.1,2235.0,2421.8,2774.0,3052.0,3018.4,3171.4,3206.1
1987-05-03,1036.6,1036.6,994.0,1040.9,1024.8,1199.4,1106.1,1197.6,1296.0,1448.2,1485.5,1600.9,1695.0
1987-05-10,2117.0,1891.1,2178.6,1910.3,1818.5,1984.8,1958.6,1953.1,2009.7,2158.7,2640.2,2550.4,2678.7
1987-05-17,434.3,451.5,493.3,532.4,535.7,647.1,661.3,710.3,763.1,827.1,937.4,1003.0,1010.4
1987-05-24,3265.2,3299.2,3276.9,3338.6,3299.6,3574.8,3557.3,3591.5,3690.3,3977.2,4463.9,4347.0,4358.4
1987-05-31,1070.7,1079.0,1034.4,1099.3,1055.1,1200.8,1155.9,1202.1,1206.6,1378.2,1438.1,1340.1,1262.4
1987-06-07,430.0,420.4,399.8,415.2,435.7,548.9,538.0,631.4,714.5,831.1,925.2,953.0,917.2
1987-06-14,3696.0,3792.0,3780.0,3928.0,3927.0,4330.0,4349.0,4500.0,4765.0,5057.0,5945.0,5664.0,5722.0
1987-06-21,2586.5,2560.4,2776.9,2698.6,3157.7,2938.2,3040.8,3197.8,3367.8,3726.5,3724.0,3796.8,3728.7
1987-06-28,1040.84,1015.0,1098.25,1031.9,1168.21,1271.09,1311.2,1252.43,1363.56,1496.95,1592.62,1614.64,1511.61
1987-07-05,1475.3,1468.6,1494.2,1447.2,1643.9,1534.3,1587.3,1580.3,1927.1,2321.8,1935.5,1728.8,1741.4
1987-07-12,1245.0,1330.0,1551.0,1550.0,2150.0,2514.0,2855.0,3230.0,3335.0,3511.0,3890.0,3812.0,3828.0
1987-07-19,806.8,841.6,883.8,914.1,988.6,1108.0,1183.0,1226.4,1258.0,1325.9,1434.3,1480.2,1488.3
1987-07-26,2291.2,2266.7,2332.0,2266.8,2538.8,2482.1,2508.7,2508.2,2705.3,2972.8,3072.2,3059.0,2984.6
1987-08-02,1138.7,1098.0,1159.8,1136.4,1476.2,1476.6,1385.7,1392.2,1435.2,1579.6,1807.3,1769.8,1686.5
1987-08-09,4410.5,4581.6,4723.5,4791.8,5421.0,5510.5,5612.2,5829.8,6084.9,6239.6,6659.6,6860.6,6854.3
1987-08-16,16190.4,16913.4,16913.4,17091.0,17091.0,16552.7,16552.7,17220.2,17220.2,16522.2,16522.2,17584.0,17584.0
1987-08-23,21254.72,21655.06,21655.06,22030.28,22030.28,22104.93,22104.93,21822.79,21822.79,21445.17,21445.17,19654.69,19654.69
1987-08-30,3446.7,3205.7,3207.3,3331.9,3479.1,3223.9,3228.3,3338.6,3461.4,3330.3,3232.7,3339.3,3518.5
1987-09-06,6671.0,6836.0,6803.0,6884.0,6879.0,6940.0,7042.0,7117.0,7136.0,7116.0,7164.0,7197.0,7229.0
1987-09-13,8557.6,8835.3,8859.0,8662.7,8563.5,8897.2,8930.5,8826.7,8675.2,8886.2,9003.2,8917.6,8732.1
1987-09-20,12389.0,12551.0,12538.0,12445.0,12427.0,12637.0,12671.0,12626.0,12568.0,12702.0,12742.0,12726.0,12679.0
1987-09-27,5953.6,5901.6,5905.5,6044.6,6050.7,5968.3,5881.8,6015.5,6050.5,6027.0,5981.2,6126.6,6147.7
1987-10-04,1901.0,1898.0,1895.0,1884.0,1878.0,1866.0,1830.0,1829.0,1849.0,1870.0,1872.0,1874.0,1875.0
1987-10-11,2932.0,2986.0,2914.5,3028.8,3291.8,2001.3,2192.4,2057.1,2318.1,2584.8,2583.4,2598.3,2704.1
1987-10-18,4017.6,4017.9,4018.2,4018.8,4024.6,4026.8,4037.0,4037.9,4039.9,4041.8,4044.2,4044.3,4044.2
1987-10-25,2097.4,2102.3,2087.1,2130.7,2087.5,2024.5,1983.4,1973.8,1998.2,1975.9,1931.8,1928.8,1940.1
1987-11-01,6698.0,6436.0,5556.0,6939.0,6746.0,5285.0,5924.0,5200.0,6741.0,6343.0,5893.0,5953.0,5594.0
1987-11-08,583.0,503.0,527.0,504.0,643.0,523.0,522.0,1437.0,464.0,626.0,475.0,785.0,966.0
1987-11-15,4687.3,4661.5,4573.9,4712.8,4699.2,4555.3,4629.3,4557.9,4714.0,4676.1,4633.5,4639.5,4603.6
1987-11-22,4382.033,4394.197,4378.668,4378.375,4378.166,4390.312,4401.788,4382.618,4382.058,4401.802,4397.108,4379.233,4378.908
1987-11-29,2296.0,2219.6,2214.9,2044.6,2043.2,1968.0,1966.2,1746.1,1724.1,1701.4,1717.7,1603.2,1617.0
1987-12-06,4071.7,4155.0,4247.5,4042.0,3908.2,3923.1,3563.7,3806.9,4360.7,4563.2,4354.9,4323.4,3629.0
1987-12-13,2057.7,2149.37,2022.19,2061.06,2031.96,1904.36,1962.29,2017.42,2020.85,1963.84,1942.14,1973.34,2009.61
1987-12-20,2072.76,2162.78,2042.96,2108.32,2022.16,1989.55,2020.05,2071.25,2013.96,1993.61,1976.23,1966.25,2030.46
1987-12-27,3031.2,2833.0,3121.8,3662.4,3801.4,3635.9,3732.4,2989.6,4445.3,4025.2,4599.9,4366.5,3613.2
1988-01-03,1306.27,1382.07,1271.27,1314.49,1308.47,1194.08,1259.07,1298.64,1304.74,1285.92,1251.62,1308.33,1369.04
1988-01-10,1258.78,1335.44,1229.92,1305.02,1251.08,1192.61,1232.56,1280.13,1217.91,1237.3,1200.59,1223.0,1325.46
1988-01-17,7727.9,8061.2,7905.6,7710.1,7937.5,7954.8,8244.7,8336.4,8431.2,8311.7,8421.9,8301.7,8375.9
1988-01-24,7661.3,7754.9,7634.3,7495.5,7846.8,7899.6,8028.8,8126.1,8295.7,8169.0,8102.7,7990.4,8058.8
1988-01-31,974.11,971.93,949.5,952.55,956.53,955.04,928.78,934.69,937.57,942.2,943.45,949.25,951.63
1988-02-07,6542.2,6602.2,6631.8,6704.4,6867.5,6809.7,6853.3,6828.4,6750.5,6774.3,6767.8,6564.6,6614.5
1988-02-14,751.43,767.3,750.92,746.57,723.49,710.28,703.22,718.78,716.11,677.92,690.52,665.01,640.57
1988-02-21,8139.8,8273.4,8130.4,8033.0,7710.8,7969.4,7874.9,7911.2,7960.5,7563.1,7756.4,7432.5,7050.0
1988-02-28,11409.5,11408.2,11485.6,11820.4,11735.0,12147.0,11899.3,11303.7,11336.7,11585.8,11662.6,11191.2,10895.7
1988-03-06,3257.323,3271.85,3284.499,3248.314,3162.48,3345.109,3283.453,3260.614,3232.998,3257.269,3299.522,3306.657,3294.326
1988-03-13,1261.984,1332.9,1226.2,1267.01,1266.63,1153.61,1217.88,1256.22,1260.13,1249.54,1214.15,1271.59,1333.46
1988-03-20,1212.443,1284.81,1181.98,1256.58,1204.17,1146.31,1184.67,1231.88,1164.92,1195.17,1157.35,1182.41,1284.83
1988-03-27,5447.979,5462.14,5487.29,5483.53,5478.69,5471.28,5473.97,5487.77,5448.53,5428.96,5440.01,5462.1,5471.9
1988-04-03,1756.0,1849.0,1859.0,1774.0,1799.0,1895.0,1793.0,1730.0,1815.0,1919.0,1963.0,1977.0,2010.0
1988-04-10,2144.366551,2155.275445,2134.710461,2155.964119,2136.584281,2111.357748,2151.224229,2102.505934,2097.694159,2081.464003,2116.373998,2109.410461,2135.181639
1988-04-17,338.554154,335.62152,339.293614,334.767926,346.838264,348.526527,321.768721,345.408096,330.985181,329.278867,317.836472,335.474349,303.970852
1988-04-24,572.83,578.84,601.86,577.06,575.18,583.88,583.42,586.89,590.86,592.64,588.47,514.43,504.2
1988-05-01,692.124,687.527,691.085,705.06,706.426,697.053,691.771,695.644,716.192,722.715,721.569,721.882,739.725
1988-05-08,10549.0,10683.7,10413.7,10294.3,10494.1,10588.0,10359.7,10236.7,10403.6,10394.8,10697.7,10778.3,10831.8
1988-05-15,2187.16,2205.63,2214.48,2228.7,2312.59,2368.47,2384.82,2353.87,2374.86,2351.83,2331.47,2340.08,2351.46
1988-05-22,7742.4,7742.4,7747.4,7750.3,7712.9,7875.2,7871.1,7867.6,7867.8,7865.8,7865.3,7841.8,7779.9
1988-05-29,9790.0,9800.0,10160.0,9960.0,9920.0,9710.0,10070.0,9970.0,10000.0,9770.0,9840.0,9840.0,9750.0
1988-06-05,15593.6,15096.7,13956.7,14349.8,14700.6,15026.8,14956.2,15354.3,15842.4,16424.9,16261.7,16238.3,16523.1
1988-06-12,7931.0,7981.7,7898.8,8095.8,7630.4,8375.1,8041.0,8141.3,7431.5,7448.9,7899.0,7716.7,7367.0
1988-06-19,17618.9,17397.7,17308.2,17341.1,16890.5,17910.6,17573.8,17610.4,16916.2,16970.8,17256.0,16901.0,15827.8
1988-06-26,1873.0,1748.0,3351.0,2824.0,2482.0,1905.0,1900.0,1817.0,1985.0,1709.0,1949.0,1641.0,1941.0
1988-07-03,1255.8,1480.5,1196.1,1618.8,1318.5,1427.8,1197.9,1301.9,996.0,1153.8,1343.5,1270.2,1210.1
1988-07-10,3090.0,3218.0,3071.0,3054.0,3124.0,3185.0,3205.0,3158.0,3235.0,3157.0,3002.0,3736.0,3258.0
1988-07-17,3427.0,2655.0,2957.0,3214.0,2609.0,1843.0,2775.0,3629.0,3045.0,2894.0,2500.0,3242.0,3062.0
1988-07-24,5520.0,4651.0,4787.0,5396.0,4341.0,3130.0,4231.0,4702.0,5425.0,4859.0,4622.0,5740.0,5070.0
1988-07-31,3806.0,2828.0,3516.0,3576.0,2979.0,1842.0,3514.0,4137.0,3570.0,3348.0,3245.0,4174.0,3695.0
1988-08-07,3952.0,3296.0,3338.0,3522.0,3138.0,2128.0,2955.0,3950.0,3260.0,3003.0,2981.0,3182.0,3275.0
1988-08-14,2374.0,1834.0,1881.0,1979.0,1699.0,1155.0,1765.0,2300.0,1820.0,1777.0,1643.0,1919.0,1892.0
1988-08-21,3392.0,2854.0,2689.0,2867.0,2815.0,2185.0,2861.0,2947.0,2624.0,2433.0,2365.0,2874.0,2649.0
1988-08-28,3121.0,2733.0,2775.0,3159.0,2695.0,2770.0,3158.0,2702.0,3445.0,3021.0,3534.0,4221.0,3385.0
1988-09-04,5797.0,4859.0,5145.0,5401.0,4446.0,3132.0,4343.0,5185.0,5489.0,5312.0,5005.0,6408.0,5480.0
1988-09-11,3253.0,2595.0,2754.0,2963.0,2634.0,1609.0,2817.0,3632.0,3136.0,2790.0,2432.0,3129.0,3024.0
1988-09-18,3358.0,2770.0,2791.0,2943.0,2574.0,1892.0,2428.0,3243.0,2828.0,2730.0,2560.0,3425.0,2957.0
1988-09-25,2558.0,2048.0,2187.0,2435.0,1885.0,1225.0,2385.0,3028.0,2388.0,2236.0,2135.0,2696.0,2497.0
1988-10-02,3460.0,3044.0,3400.0,3706.0,2874.0,2274.0,2800.0,3050.0,3473.0,2985.0,3099.0,3948.0,3311.0
1988-10-09,2573.0,2124.0,2185.0,2420.0,1932.0,1351.0,1891.0,2117.0,2349.0,2289.0,2047.0,2592.0,2279.0
1988-10-16,7378.0,6631.0,6561.0,7425.0,7372.0,6258.0,8446.0,7995.0,6836.0,6070.0,5230.0,6259.0,6478.0
1988-10-23,5183.0,4647.0,5227.0,5734.0,5549.0,4025.0,5253.0,6645.0,5251.0,4651.0,4383.0,5649.0,5316.0
1988-10-30,5535.0,4926.0,4816.0,5557.0,5197.0,3914.0,4856.0,5834.0,5014.0,4424.0,3970.0,4932.0,4835.0
1988-11-06,4895.0,4096.0,4309.0,4967.0,5689.0,3706.0,4645.0,4642.0,4373.0,3965.0,3795.0,4215.0,4198.0
1988-11-13,2115.0,2203.0,2102.0,2090.0,2138.0,2180.0,2194.0,2162.0,2214.0,2161.0,2055.0,2557.0,2230.0
1988-11-20,9441.0,8986.0,8449.0,9450.0,9509.0,7357.0,8471.0,9510.0,8440.0,8063.0,7471.0,8021.0,8301.0
1988-11-27,5316.0,5008.0,5037.0,5095.0,5226.0,3920.0,4911.0,5467.0,4717.0,4589.0,4346.0,4605.0,4745.0
1988-12-04,3210.0,2787.0,2867.0,3217.0,3157.0,2388.0,2739.0,3447.0,3038.0,2883.0,2938.0,3259.0,3113.0
1988-12-11,4508.0,3991.0,3886.0,4226.0,4297.0,3077.0,3922.0,4642.0,4072.0,3787.0,3349.0,4066.0,3983.0
1988-12-18,3655.0,3808.0,3633.0,3613.0,3695.0,3768.0,3792.0,3736.0,3827.0,3735.0,3552.0,4420.0,3854.0
1988-12-25,2547.0,2678.0,2381.0,2733.0,2894.0,1965.0,2326.0,3097.0,2363.0,2247.0,2099.0,2524.0,2466.0
1989-01-01,2572.0,2584.0,2776.0,3036.0,3647.0,2357.0,2695.0,3086.0,2379.0,1989.0,1862.0,2062.0,2276.0
1989-01-08,6172.0,5932.0,5665.0,6110.0,5342.0,4145.0,5273.0,5132.0,6994.0,6018.0,5745.0,6651.0,6108.0
1989-01-15,2626.0,2370.0,2401.0,2830.0,3284.0,2103.0,2352.0,2865.0,2483.0,2381.0,2317.0,2530.0,2515.0
1989-01-22,5324.0,4761.0,4912.0,5730.0,6273.0,4394.0,5408.0,6709.0,5429.0,5251.0,4661.0,5976.0,5605.0
1989-01-29,3057.0,2539.0,2419.0,2741.0,2917.0,2209.0,2798.0,3546.0,3183.0,3140.0,2856.0,3481.0,3241.0
1989-02-05,3215.0,3336.0,3183.0,3166.0,3238.0,3301.0,3322.0,3274.0,3354.0,3273.0,3112.0,3872.0,3377.0
1989-02-12,3852.0,3618.0,3667.0,4098.0,3958.0,2932.0,3769.0,4767.0,4198.0,3692.0,3344.0,4281.0,2884.0
1989-02-19,9791.0,8592.0,8763.0,9250.0,7963.0,6586.0,9213.0,11666.0,10414.0,9639.0,9268.0,11945.0,10586.0
1989-02-26,2826.0,2377.0,2613.0,2854.0,2688.0,1744.0,2439.0,3290.0,2774.0,2447.0,2203.0,2916.0,2726.0
1989-03-05,11786.0,9960.0,9820.0,10747.0,10786.0,7966.0,9968.0,12266.0,10587.0,8995.0,8982.0,11725.0,10511.0
1989-03-12,3899.0,3130.0,3356.0,3606.0,3534.0,2475.0,3407.0,4577.0,4188.0,3678.0,3283.0,4192.0,3984.0
1989-03-19,6871.0,5873.0,6170.0,6691.0,6293.0,4403.0,6148.0,7417.0,6375.0,5700.0,5761.0,6663.0,7417.0
1989-03-26,3191.0,3095.0,2805.0,3275.0,3230.0,2471.0,3448.0,4534.0,3545.0,3233.0,3179.0,3157.0,3530.0
1989-04-02,2774.0,2724.0,2885.0,3325.0,3629.0,2345.0,3088.0,3348.0,2915.0,2738.0,2573.0,3229.0,2961.0
1989-04-09,4019.0,3939.0,4008.0,4178.0,4154.0,3076.0,3917.0,4989.0,4219.0,4007.0,3832.0,4543.0,4318.0
1989-04-16,5003.0,4375.0,4539.0,4653.0,5501.0,3930.0,4734.0,5515.0,5429.0,4309.0,3932.0,4650.0,4767.0
1989-04-23,1984.0,1637.0,2053.0,2085.0,2375.0,1537.0,2031.0,2317.0,1744.0,1468.0,1250.0,1730.0,1702.0
1989-04-30,1682.0,2188.0,1939.0,2411.0,2429.0,1734.0,1835.0,2171.0,1857.0,1650.0,1562.0,2022.0,1350.0
1989-05-07,2838.0,2690.0,2470.0,3041.0,3116.0,2190.0,2571.0,3022.0,2481.0,2196.0,2106.0,2391.0,2614.0
1989-05-14,4385.0,3907.0,3606.0,3890.0,3564.0,2431.0,3703.0,4398.0,3699.0,3437.0,3386.0,4085.0,3801.0
1989-05-21,7431.0,6881.0,7184.0,7855.0,7520.0,6190.0,7526.0,7912.0,7010.0,6089.0,6089.0,6444.0,6709.0
1989-05-28,5896.0,5259.0,5643.0,6241.0,6242.0,4539.0,5038.0,6269.0,5306.0,4688.0,4423.0,5340.0,5205.0
1989-06-04,1717.1,1304.4,1335.5,1379.2,1276.9,1007.2,1323.0,1575.6,1307.0,1264.5,1118.6,1349.1,1323.0
1989-06-11,4274.0,3596.0,3596.0,4510.0,4182.0,2859.0,3579.0,4723.0,4013.0,3409.0,3143.0,4375.0,3933.0
1989-06-18,3730.0,3182.0,3165.0,3463.0,3098.0,1955.0,2964.0,4003.0,3550.0,3348.0,3014.0,3879.0,3559.0
1989-06-25,3807.0,3360.0,3266.0,3406.0,3122.0,2212.0,2982.0,3988.0,3389.0,3160.0,3126.0,3584.0,3988.0
1989-07-02,7012.0,5532.0,5818.0,5845.0,5240.0,3442.0,5592.0,6704.0,5512.0,5418.0,5004.0,5866.0,5701.0
1989-07-09,4217.0,3343.0,3621.0,3938.0,3702.0,2575.0,3277.0,4485.0,3790.0,3487.0,3158.0,4196.0,3823.0
1989-07-16,4952.0,4054.0,3637.0,4411.0,4431.0,2762.0,3708.0,4300.0,5288.0,4673.0,3860.0,5166.0,4657.0
1989-07-23,3449.0,3593.0,3428.0,3409.0,3487.0,3556.0,3578.0,3526.0,3612.0,3525.0,3352.0,4171.0,3637.0
1989-07-30,6407.0,5330.0,5444.0,5744.0,4513.0,3424.0,6361.0,6498.0,5367.0,5326.0,5042.0,6151.0,5677.0
1989-08-06,2083.0,1704.0,1622.0,1626.0,1306.0,1010.0,1719.0,2189.0,1661.0,1753.0,1591.0,2057.0,1850.0
1989-08-13,1339.0,1395.0,1331.0,1324.0,1354.0,1381.0,1389.0,1369.0,1402.0,1369.0,1302.0,1619.0,1412.0
1989-08-20,2197.0,1711.0,1661.0,1535.0,1444.0,953.0,1526.0,1840.0,1722.0,1540.0,1534.0,1671.0,1661.0
1989-08-27,3513.0,3203.0,2907.0,3031.0,2335.0,1945.0,3178.0,4175.0,3651.0,3512.0,3573.0,4511.0,3884.0
1989-09-03,2777.0,2893.0,2760.0,2745.0,2807.0,2862.0,2880.0,2838.0,2908.0,2838.0,2698.0,3357.0,2928.0
1989-09-10,4387.0,3772.0,3660.0,3878.0,3131.0,2405.0,4081.0,4811.0,4170.0,4017.0,3824.0,4661.0,4297.0
1989-09-17,3938.0,3363.0,3249.0,3515.0,3097.0,2275.0,3421.0,4166.0,3807.0,3434.0,3303.0,4024.0,3747.0
1989-09-24,6907.0,5711.0,5496.0,5862.0,5380.0,3660.0,5159.0,6787.0,5596.0,5445.0,5345.0,6156.0,5866.0
1989-10-01,4458.0,5098.0,4518.0,4973.0,3973.0,2613.0,3476.0,4213.0,3386.0,3627.0,3299.0,3743.0,3965.0
